"","�..Category","Subcat","name","price","stars","votes"
"2963","Writing & Translation","Sales Copy","create a french professional copywriting for your business","4.44","5.0","24"
"2964","Video & Animation","Animation for Streamers","design animated twitch, facebook, and youtube stream overlay","22.22","5.0","47"
"2965","Business","Project ManagementNew","set up your podio to accomplish all your workflow requirements","4.44","5.0","14"
"2966","Programming & Tech","E-Commerce Development","professionally design your shopify website","666.58","5.0","54"
"2967","Digital Marketing","Domain Research","find the perfect domain name for your business or project","8.89","nul","nul"
"2968","Business","Presentations","do market research and design investor pitch deck","44.44","5.0","6"
"2969","Video & Animation","3D Product Animation","do 3d animation with blender or maya","17.78","5.0","11"
"2970","Video & Animation","Intros & Outros","create this cinematic promo trailer for product, service","4.44","4.9","18"
"2971","Music & Audio","SongwritersNew","write a pop song for you","71.10","5.0","32"
"2972","Music & Audio","Sound DesignNew","create custom sound design for intros, podcasts and more","26.66","5.0","87"
"2973","Video & Animation","eLearning Video ProductionNew","create video lessons for your online course in 3 languages","177.76","nul","nul"
"2974","Digital Marketing","Mobile Marketing & Advertising","publish android app on google play store","4.44","5.0","1"
"2975","Music & Audio","Producers & Composers","Our studio will produce, mix and master your hip hop, rap or type beat","88.88","5.0","26"
"2976","Lifestyle","Arts & Crafts","do real estate skip tracing by tlo","4.44","5.0","13"
"2977","Business","Virtual Assistant","professionally format and design microsoft word document","13.33","5.0","193"
"2978","Lifestyle","Health, Nutrition & Fitness","provide consultancy, as a pharmacist","4.44","5.0","5"
"2979","Business","Project ManagementNew","be your an agile business analyst","26.66","5.0","1"
"2980","Writing & Translation","Book & eBook Writing","write, design an ebook for weight loss, keto, selfhelp","31.11","5.0","7"
"2981","Music & Audio","Voice Over","record a pro voice over in english or spanish","35.55","5.0","94"
"2982","Lifestyle","Online Lessons","help you in discrete math, physics, chemistry and statistics","4.44","4.7","13"
"2983","Business","Business Plans","write winning business plan, financial plan and proposals","62.21","5.0","2"
"2984","Video & Animation","Spokespersons Videos","create the best spokesperson and spokesman video","22.22","4.9","45"
"2985","Video & Animation","Logo Animation","create a professional custom logo animation","48.88","5.0","411"
"2986","Business","Branding Services","design creative packaging for amazon sellers","17.78","4.9","9"
"2987","Music & Audio","Jingles & Intros","produce a pro quality  jingle in any genre","75.55","5.0","313"
"2988","Music & Audio","Jingles & Intros","write a theme song for your podcast, youtube channel, etc","44.44","5.0","38"
"2989","Writing & Translation","Technical Writing","write professional service contracts and agreements","22.22","5.0","13"
"2990","Programming & Tech","QA","perform load test and analyze performance","13.33","4.4","8"
"2991","Lifestyle","Collectibles","give 190 fun puzzles for family and group games for personal uses","8.89","5.0","5"
"2992","Writing & Translation","LinkedIn Profiles","create, optimize linkedin profile and cover letter plus resume","17.78","5.0","2"
"2993","Business","Business Consulting","provide a forex account growth plan to grow 50 dollars to 50k","13.33","4.8","84"
"2994","Music & Audio","Singers & Vocalists","be your songwriter and vocalist pop edm soul gospel","35.55","5.0","33"
"2995","Programming & Tech","Support & IT","install and setup your call center on vicidial or goautodial","39.99","5.0","26"
"2996","Writing & Translation","Email Copy","write compelling emails for your email marketing campaigns","182.20","5.0","8"
"2997","Lifestyle","Celebrity Impersonators","enjoy making your silly epic video as devil lucifer foe of the jesus","8.89","4.9","97"
"2998","Digital Marketing","Local SEO","50 local business submissions non US","133.32","nul","nul"
"2999","Writing & Translation","UX Writing","write clear microcopy for your website","8.89","5.0","1"
"3000","Video & Animation","Game Trailers","make a cinematic minecraft server trailer","35.55","5.0","10"
"3001","Programming & Tech","QA","do pentesting of your web and mobile apps","133.32","5.0","3"
"3002","Programming & Tech","Game Development","Our studio will create a full 2d game includes art, design, and aso","4,071","nul","nul"
"3003","Business","Data Entry","do all your typing work in under 24 hours","4.44","5.0","53"
"3004","Writing & Translation","Proofreading & Editing","write your memoir, novels, proofread, edit your book","22.22","4.9","17"
"3005","Lifestyle","Gaming","coach rocket league 2v2 from bronze to c2","13.33","5.0","3"
"3006","Programming & Tech","Game Development","develop, design, update and fix your 2d,3d unity games","62.21","5.0","15"
"3007","Video & Animation","Local PhotographyBeta","make nature drone videos","13.33","4.8","4"
"3008","Programming & Tech","Convert Files","do kindle formatting ebook book formatting and layout design for KDP","53.33","5.0","321"
"3009","Lifestyle","Relationship Advice","be your tinder coach, boosting your profile and much more","8.89","5.0","182"
"3010","Writing & Translation","Speechwriting","write an attention grabbing speech","13.33","4.9","506"
"3011","Video & Animation","3D Product Animation","do a realistic rendering for your sketchup model with lumion","4.44","4.9","11"
"3012","Digital Marketing","Web Traffic","drive 2 million organic website traffic google  adsense safe","26.66","4.8","59"
"3013","Writing & Translation","Podcast Writing","write your podcast script and content","44.44","5.0","6"
"3014","Programming & Tech","E-Commerce Development","design a premium shopify dropshipping online store plus SEO","57.77","nul","nul"
"3015","Business","HR ConsultingNew","human resource management and strategic management tutoring services","8.89","5.0","18"
"3016","Music & Audio","Music TranscriptionNew","transcribe and arrange music","4.44","5.0","115"
"3017","Business","Financial ConsultingNew","setup, catch up and do your bookkeeping in  quickbooks online","8.89","5.0","95"
"3018","Writing & Translation","Business Names & Slogans","create catchy business name brand name domain name company name","17.78","5.0","9"
"3019","Writing & Translation","Social Media Copy","write french posts for your social media channels","8.89","5.0","12"
"3020","Writing & Translation","Speechwriting","write political speeches for candidates","102.21","5.0","3"
"3021","Video & Animation","Spokespersons Videos","be your professional spokesperson","31.11","5.0","137"
"3022","Writing & Translation","LinkedIn Profiles","optimize your linkedin profile","4.44","5.0","2"
"3023","Music & Audio","Mixing & Mastering","professionally mix and master your song or album","88.88","5.0","3"
"3024","Business","Career Counseling","write compelling detailed job description","13.33","4.9","22"
"3025","Business","Virtual Assistant","format your microsoft word document","4.44","5.0","90"
"3026","Writing & Translation","Podcast Writing","create questions for your podcast","22.22","5.0","2"
"3027","Programming & Tech","E-Commerce Development","fix shopify bugs, theme customization, awesome store design","26.66","5.0","349"
"3028","Video & Animation","Animation for Kids","do 2d kid story telling animation,nursery ryhmes and kid learning videos","79.99","4.9","38"
"3029","Business","Career Counseling","write a high impact cv or resume for senior executives, directors and vps","177.76","5.0","2"
"3030","Programming & Tech","QA","professionally test your game","13.33","5.0","5"
"3031","Writing & Translation","Speechwriting","write a persuasive presentation for you","44.44","4.8","3"
"3032","Digital Marketing","Web Traffic","improve global and USA alexa rank with traffic and backlink","31.11","5.0","45"
"3033","Writing & Translation","Sales Copy","write a winning sales proposal or copy for you","57.77","5.0","7"
"3034","Music & Audio","Sound DesignNew","create custom, royalty free sound effects for your project","31.11","4.9","24"
"3035","Music & Audio","Voice Over","deliver american cowboy story teller voice over","31.11","5.0","161"
"3036","Music & Audio","Jingles & Intros","perform, jingles, and songwriting, also do coaching","31.11","5.0","108"
"3037","Music & Audio","Online Music LessonsNew","provide you with a custom guitar video lesson or live online","13.33","5.0","26"
"3038","Writing & Translation","Book EditingNew","be your fiction line editor or copy editor","88.88","5.0","21"
"3039","Programming & Tech","Game Development","make ar VR multiplayer 3d games","44.44","5.0","5"
"3040","Music & Audio","DJ Drops & Tags","create custom dj drops, beat tags and podcast sweepers","13.33","4.6","12"
"3041","Music & Audio","Podcast EditingNew","edit and master your podcast","17.78","5.0","1"
